diario|id_news|snippet|svm_prediction|time|title|year
El Universo|| Para descongestionar hospitales se amplía el horario en trece unidades de salud de Guayaquil, Samborondón y Durán.|health|26 may. 2015 -|Centros de salud abrirán 24 horas por chikungunya |
El Universo||El Municipio, según sus cifras, prestó cobertura de salud a 579.957 usuarios en sus centros médicos en el 2015, mientras que en educación, 167.000 ...|health|17 ene. 2016 -|Municipio de Guayaquil reitera que mantendrá servicios de salud y de ...|
El Universo||Agobiado por un dolor en la columna, un paciente no vidente acude a un centro de salud pública para ser atendido, cerca de las 16:10. Allí es recibido con ...|health|7 abr. 2018 -|Con obras teatrales se habló de salud en hospital Universitario ...|
El Universo||Más allá de nuestras preferencias personales, el Distrito Metropolitano de Quito tiene un plan de salud hasta el año 2025 y programas en curso que podrían ...|health|20 nov. 2018 -|Irene Torres: Pensar la ciudad desde la salud|
El Universo||Acudí el 6 de marzo en la tarde al Centro de Salud de Sauces III, a emergencia, tenía un dolor estomacal fuerte y todas las instalaciones funcionaban, luz, aire ...|health|8 mar. 2018 -|En centros de salud|
El Universo||Cada vez hay más estudios que relacionan el contacto con los espacios verdes con beneficios para la salud. Un estudio del Instituto de Salud Global de ...|health|1 sep. 2018 -|Áreas verdes son muy positivas para la salud, según expertos|
El Universo|| Está esta previsto que mañana se inaugure el nuevo centro de salud tipo C Muisne, en la provincia de Esmeraldas. El acto se realizará a partir de las 10:00, ...|health|27 nov. 2018 -|Nuevo centro de salud se inaugurará en Muisne, Esmeraldas ...|
El Universo|| Los centros de primer nivel atendieron a 345.164 personas con trastornos de salud mental en 2015, según Roberto Enríquez, encargado del tema en el ...|health|16 abr. 2017 -|Roberto Enríquez: Médico debe saber detectar los casos de salud ...|
El Universo||Un experto de la Organización Mundial de la Salud (OMS) evaluará el impacto en la sanidad de las personas afectadas por la erupción del volcán de Fuego en ...|health|21 jun. 2018 -|Organización Mundial de la Salud evalúa impacto en Guatemala por ...|
El Universo||Con un plantón, miembros del colectivo H.P Raras y Catastrófica rechazaron este lunes el cuadro básico de medicinas del Ministerio de Salud, y la calidad de ...|health|26 nov. 2018 -|Pacientes con hipertensión pulmonar rechazan cuadro de medicinas ...|
El Universo||El Ministerio de Salud propuso seguir con la administración del hospital Universitario, fortaleciendo el trabajo docente investigativo y así mantener un trabajo en ...|health|8 dic. 2018 -|Ministerio de Salud propone seguir al frente de hospital|
El Universo||El Ministerio de Salud Pública entrega desde el 2012 métodos anticonceptivos, incluso a los adolescentes sin que tengan el consentimiento de sus padres.|health|5 ago. 2018 -|Carlos Cisneros, representante del Ministerio de Salud: Se puede ...|
El Universo||La Sociedad Nacional de Osteoporosis en Inglaterra aseguró que una quinta parte de las personas menores de 25 años están reduciendo los lácteos en sus ...|health|17 abr. 2017 -|Dietas sin lácteos arriesgan la salud, según organización|
El Universo||El estadounidense Michael Young, premio Nobel de Medicina 2017 por sus investigaciones sobre el funcionamiento del ritmo circadiano o 'reloj biológico', dijo ...|health|28 jun. 2018 -|Dormir poco es fatal para la salud asegura Michael Young, premio ...|
El Universo||La Salud Pública tuvo su desarrollo en el siglo XIX en Europa y en Estados Unidos, donde impusieron leyes que contemplaban medidas preventivas, ...|health|15 may. 2017 -|Elizabeth Benites Estupiñán: La reforma al Código de la Salud ...|
El Universo||Por ese motivo, la Universidad Católica de Santiago de Guayaquil, con el aval del comité de ética de la clínica Kennedy, realizarán un estudio sobre salud ...|health|24 jun. 2015 -|Diabetes podría acelerar el deterioro de la salud mental|
El Universo||El Ministerio de Salud Pública no tiene notificación nacional o internacional, ni sospechas de nuevas enfermedades transmitidas por vectores, y en particular de ...|health|10 may. 2017 -|Rectificación de la Coordinación Zonal 8 del Ministerio de Salud ...|
El Universo||"""Le pasa algo a Lenín Moreno, que tiene una salud muy frágil, ¿quién es el presidente de la República? Y se les acabó la fiesta"", afirma Correa en referencia a ..."|health|10 oct. 2017 -|Lenín Moreno tiene una salud muy frágil, dice Rafael Correa; para él ...|
El Universo||Conoce de qué se tratan estas enfermedades y cómo prevenirlas.|health|14 mar. 2018 -|Ponga atención para evitar estas tres enfermedades|
El Universo||Licencia para el cultivo de marihuana, el aborto y vientre de alquiler son varios de los temas que, según advirtió ayer la asambleísta Poly Ugarte (PSC-MG), ...|health|5 jun. 2018 -|La asambleísta Poly Ugarte da alerta por temas del Código de Salud ...|
El Universo||Todo el mundo sufre estrés en algún momento de su vida. La muerte de un ser querido, un cambio de trabajo e incluso cualquier responsabilidad cotidiana ...|health|29 dic. 2018 -|Estrés, cinco formas en las que afecta a la salud|
El Universo||De acuerdo a dos de sus defensores, los médicos evalúan la salud del detenido para decidir si es necesario trasladarlo a Quito.|health|6 nov. 2018 -|Exvicepresidente Jorge Glas será trasladado a casa de asistencia ...|
El Universo||El Día Mundial de la Salud, que se recordó ayer con charlas y casas abiertas en centros de salud, se centró en tratar sobre la depresión. Es una enfermedad ...|health|8 abr. 2017 -|En Día Mundial de la Salud se habló sobre la depresión|
El Universo||La desnutrición y la obesidad son los problemas de salud que más aquejan a Ecuador, según un estudio realizado en mayo del 2017 por la Comisión ...|health|11 oct. 2018 -|Una correcta alimentación contribuye a tener buena salud|
El Universo||En el listado hay 106 empleados públicos de la salud, de Celec y de alcaldías de Santa Elena.|health|1 ago. 2018 -|Se cobró el 40% de comisión por subsidios ilegales de salud de IESS ...|
El Universo||Jóvenes de Quisapincha promueven salud. (Tomado de lahora.com.ec) Jóvenes indígenas de la parroquia Quisapincha, en Tungurahua, incursionan en la ...|health|7 jun. 2018 -|Jóvenes de Quisapincha promueven salud|
El Universo||“El señor sigue manejando 50 kilos, es muy bajo su peso”, fueron las palabras que resaltaron de las declaraciones de Laura Núñez, representante de José ...|health|14 ene. 2018 -|José José, feliz con serie aunque sigue delicado de salud|
El Universo||El seguro de salud para extranjeros que ingresen al Ecuador será exigible a partir del 22 de julio de este año. Así lo indicó el Ministerio de Turismo al señalar ...|health|24 abr. 2018 -|Se prorroga por 90 días la exigencia del seguro de salud para ...|
El Universo||El proyecto de ley del Código de la Salud de la asambleísta del Partido Social Cristiano Poly Ugarte genera objeciones por parte del Colegio de Médicos del ...|health|10 ene. 2018 -|Gremio de médicos objeta proyecto de ley del Código de la Salud ...|
El Universo|| Practicar algún deporte permite que el menor pueda fortalecer la salud mental como la corporal, recomienda Susan Bowerman, directora de Nutrición y ...|health|14 ago. 2017 -|Cinco datos nutricionales para fortalecer la salud de un niño que ...|
El Universo||La falta de proteína en la dieta de un padre afecta la calidad del esperma, lo que puede tener un impacto directo en la salud a largo plazo de su descendencia, ...|health|18 oct. 2018 -|La falta de proteína en la dieta de los hombres podría afectar a la ...|
El Universo||A lo largo del tiempo vamos moldeando conductas y hábitos, ya sea el consumo de alcohol, tabaco o de alimentos que perjudican la salud. Siempre se habla ...|health|9 ago. 2018 -|Los exámenes médicos que debes realizarte según tu edad |
El Universo||Así mismo recomiendan a las entidades a mantener asesoramiento sobre nutrición y actividad física, con el fin de precautelar la salud de sus empleados, y por ...|health|10 nov. 2018 -|Esfuerzo adicional por el sobrepeso|
El Universo||Terapia física, salud mental, terapia del lenguaje, pediatría, ginecología, entre otras especialidades brinda el nuevo Centro de Salud tipo C en Bastión Popular, ...|health|24 mar. 2018 -|Bastión Popular con nuevo centro de salud|
El Universo||La piel merece más cuidados en la época de calor debido a que hay más sudoración y se presentan alergias o irritaciones.|health|4 ene. 2018 -|Cuide su salud en el invierno|
El Universo||Después de terminar su jornada, el conductor del bus articulado de la Metrovía, Luis Eduardo Álvarez Briones, de 40 años, fue a su casa para descansar.|health|7 nov. 2018 -|Infarto mató a más ecuatorianos|
El Universo||La hipertensión arterial mató a 1.033 adultos, de acuerdo a datos del Ministerio de Salud. Detrás de muchos infartos cardiacos y cerebrales está la presión ...|health|17 may. 2018 -|Presión alta no da tregua|
El Universo||La diabetes mellitus tipo II es una enfermedad crónica del páncreas cuyas complicaciones provocan miles de muertes cada año en Ecuador.|health|9 abr. 2018 -|En Guayaquil se darán charlas sobre la medicina hiperbárica|
El Universo||En las dos carpas del Ministerio de Salud se atiende a los venezolanos que son ...|health|24 ago. 2018 -|Ministerio de Salud instaló carpas en Ambato para corredor ...|
El Universo||Hoy el tema de reproducción humana asistida ha sido considerado dentro del proyecto del Código Orgánico de la Salud, que está en análisis en la Comisión ...|health|11 jun. 2018 -|'Subrogación de vientre' polariza discusión legal en Proyecto de ...|
El Universo||En estos planes, los seguros contratan profesionales especialistas en diferentes campos de la salud y dependiendo del nivel del plan que solicite el usuario, ...|health|20 ago. 2018 -|Asegurar la calidad en los seguros de salud|
El Universo||A partir de agosto del 2018 los turistas que deseen viajar a las islas Galápagos deberán contar con un seguro de salud para poder entrar. La medida, que ...|health|14 may. 2018 -|Seguro de salud para entrar en Galápagos se exigirá a partir de ...|
El Universo||Fragilidad al punto de fracturas. La osteoporosis es una enfermedad que se puede prevenir. A pesar que sus síntomas se dan cuando el malestar ya es ...|health|20 oct. 2017 -|Nutrientes y ejercicios, aliados para la salud de los huesos|
El Comercio (Ecuador)|ecuador_elcomercio_2016_68|Sixto Durán Ballén se encuentra en la historia de gloria de las Fuerzas Armadas de Ecuador. En 1995 fue el Comandante en Jefe, como presidente de Ecuador ...|health|16 Nov. 2016|Ni un paso atrás' los 18 hitos de la vida pública y política de Sixto ...|2016
El Comercio (Ecuador)|ecuador_elcomercio_2016_72|La representante de la OPS en Ecuador, Gina Tambini, dijo en declaraciones que en una situación como la que atraviesa el país andino, con población en ...|health|30 abr. 2016|Organización Panamericana de la Salud advierte sobre riesgo de ...|2016
El Comercio (Ecuador)|ecuador_elcomercio_2016_79|Cuba envió a Ecuador su brigada médica especializada en desastres naturales para atender a las víctimas del sismo que afectó a ese país, a la que se unirán ...|health|18 abr. 2016|Cuba envía brigada médica especializada a Ecuador|2016
El Comercio (Ecuador)|ecuador_elcomercio_2017_107|Hallan micropartículas de plástico en agua potable de 14 países, entre ellos Ecuador ... Unidos y en lugares como Uganda, India, Indonesia, Líbano y Ecuador.|health|6 Sep. 2017|Hallan micropartículas de plástico en agua potable de 14 países ...|2017
El Comercio|ecuador_elcomercio_2018_101|El Día de la Independencia de Ecuador no pasó desapercibido para Google. Este gigante rindió homenaje al país con una imagen de la bandera ecuatoriana ...|other|10 ago. 2018|Google rinde homenaje a Ecuador por la celebración del Primer Grito ...|2018
El Comercio|ecuador_elcomercio_2018_102|... (OIM) advirtió el viernes que, de acuerdo con datos recientes, desde inicios de este mes más de 5 000 venezolanos han entrado a diario en Ecuador.|health|12 ago. 2018|Quito decreta estado de emergencia humanitaria por afluencia de ...|2018
El Universo|ecuador_eluniverso_2015_20|Su llegada emociona a la comunidad católica ecuatoriana, y el presidente Rafael Correa la ha declarado “de interés nacional”, porque el Estado está en el ...|religion|7 May. 2015|La visita del papa Francisco a Ecuador será pastoral, aclara ...|2015
El Universo|ecuador_eluniverso_2015_27|El Ministerio de Salud Pública del Ecuador dio una alerta epidemiológica sobre el zika, sus síntomas y cómo evitarlo. La alerta se da acogiendo las ...|health|20 Oct. 2015|¿Qué es el virus zika?|2015
El Universo|ecuador_eluniverso_2015_132|Hoy, a las 08:30, se realizará el desfile por los 93 años de cantonización de Manta, Manabí, que recorrerá la avenida Jaime Chávez Gutiérrez. A las 12:00 será ...|health|3 Nov. 2015|Manta celebra hoy 93 años de cantonización|2015
La Hora (Ecuador)|ecuador_lahora_2016_28|ESFUERZO. En la primera estación de trabajo se mezcla el equilibrio con la fuerza en piernas. La entrenadora Ana Trujillo supervisa el entrenamiento.|health|18 ene. 2016|Preparar al cuerpo para la vida diaria|2016
La Hora (Ecuador)|ecuador_lahora_2016_39|Washington, EFE. Los científicos han observado las primeras señales de que la capa de ozono comienza a recuperarse, según un estudio publicado en el ...|health|1 Jul. 2016|La capa de ozono se recupera, revela un estudio|2016
La Hora (Ecuador)|ecuador_lahora_2016_42|El XII Festival del Requinto se realiza en homenaje al reconocido guitarrista y requintista Homero Hidrobo, cuyas creaciones musicales, son un gran aporte a la ...|health|29 Oct. 2016|El requinto está de fiesta en Quito|2016
La Hora (Ecuador)|ecuador_lahora_2016_44|AFP. La directora gerente del Fondo Monetario Internacional (FMI), la francesa Christine Lagarde, formuló este jueves un llamado a que Gran Bretaña y la ...|health|14 abr. 2016|"FMI espera que Gran Bretaña y UE salven su """"""""casamiento"""""""""""""|2016
La Hora (Ecuador)|ecuador_lahora_2016_48|Un hombre de 28 años de la ciudad de Nueva Delhi fue detenido recientemente por la venta online de un carro alquilado, que luego robó a su nuevo ...|health|21 Jul. 2016|Alquila un auto, lo vende online, y lo roba para volver a venderlo|2016
La Hora (Ecuador)|ecuador_lahora_2016_49|Los exámenes de cartometría realizados al futbolista Andy Casquete tendría 17 años y no más, esto según los documentos publicados por el periodista Pablo ...|health|5 Feb. 2016|Se confirma que futbolista Andy Casquete nació en 1998|2016
La Hora (Ecuador)|ecuador_lahora_2017_72|En Ecuador la cantidad de alimentos que se producen excede a la que se necesita para atender las necesidades de las personas. Aun así una investigación ...|health|21 ago. 2017|10.9% de la población de Ecuador está subalimentada|2017
La Hora (Ecuador)|ecuador_lahora_2017_82|Ante la alerta epidemiológica en Ipiales, la Coordinación Zonal 1 de Salud en Ecuador anunció acciones preventivas en la zona de frontera con el objeto de ...|health|26 Jul. 2017|Brote de enfermedad diarreica aguda en Ipiales preocupa al Ecuador|2017
La Hora (Ecuador)|ecuador_lahora_2018_25|El Ministerio de Salud emitió un comunicado donde afirma que el Ecuador fomenta y protege la lactancia materna. Esto luego de que el diario estadounidense ...|health|9 Jul. 2018|Ecuador protege la lactancia materna, dice Ministerio de Salud|2018
La Hora (Ecuador)|ecuador_lahora_2018_52|Así, el decano de la facultad de Medicina de la Universidad Central del Ecuador (UCE), Ramiro López, se refirió a las áreas rurales, las más pobres, donde el ...|health|11 abr. 2018|Difícil acceso al tratamiento de cáncer en Ecuador|2018
La Hora (Ecuador)|ecuador_lahora_2018_82|Para la atención que se ofrecerá de forma conjunta con el Gobierno de Ecuador se instalarán dos puestos para recibir al público en las instalaciones de la ...|health|10 Oct. 2018|Buque hospital de EE.UU. ofrecerá atención médica durante 5 días en ...|2018
La Hora (Ecuador)|ecuador_lahora_2018_106|Asambleístas ponen contra las cuerdas a Ministra de Salud de Ecuador. FEB, 22 ... un informe sobre los brotes de influenza y conjuntivitis que afronta Ecuador.|health|21 Feb. 2018|Asambleístas ponen contra las cuerdas a Ministra de Salud de Ecuador|2018
La Hora (Ecuador)|ecuador_lahora_2018_112|Un día dedicado a la gastronomía y alimentos del Ecuador. DIC, 12 ... se oficializará el “Día de la Gastronomía, Productos y Alimentos Saludables del Ecuador”.|health|11 dic. 2018|Un día dedicado a la gastronomía y alimentos del Ecuador|2018
La Hora (Ecuador)|ecuador_lahora_2017_93|Controversia por reglamento para entrega de medicinas en Ecuador ... coordinadora de la Federación Nacional de Obstetrices en Ecuador, para hablar sobre ...|health|5 Sep. 2017|Controversia por reglamento para entrega de medicinas en Ecuador|2017
La Hora (Ecuador)|ecuador_lahora_2017_80|Redacción QUITO. La cifra de muertos por ingesta de alcohol adulterado subió a 15, adicional a ello, 21 pacientes más se encuentran en observación bajo ...|health|30 Oct. 2017|Van 15 muertos por ingesta de alcohol adulterado, 21 personas bajo ...|2017
